timestamp,open,high,low,close,volume
2024-04-29 15:00:00+00:00,199.74,199.945,199.445,199.76,36299
2024-04-29 16:00:00+00:00,199.735,200.395,199.725,199.96,32334
2024-04-29 17:00:00+00:00,199.945,200.285,199.89,200.265,26376
2024-04-29 18:00:00+00:00,200.235,200.235,199.655,200.04,19084
2024-04-29 19:00:00+00:00,199.97,199.97,198.935,199.93,85728
2024-04-29 20:00:00+00:00,199.86,199.86,199.77,199.77,2000
2024-04-30 13:00:00+00:00,197.855,198.56,197.17,198.2,42716
2024-04-30 14:00:00+00:00,198.28,198.61,197.64,197.98,39101
2024-04-30 15:00:00+00:00,197.975,197.975,197.06,197.355,37688
2024-04-30 16:00:00+00:00,197.345,197.455,196.53,196.74,47968
2024-04-30 17:00:00+00:00,196.74,197.25,196.665,197.22,34120
2024-04-30 18:00:00+00:00,197.205,197.31,196.495,196.62,38380
2024-04-30 19:00:00+00:00,196.6,196.875,195.75,195.83,136275
2024-05-01 12:00:00+00:00,195.12,195.15,195.12,195.15,776
2024-05-01 13:00:00+00:00,195.97,196.78,195.7,196.1,51764
2024-05-01 14:00:00+00:00,196.2,196.27,195.29,195.865,65831
2024-05-01 15:00:00+00:00,195.75,195.79,195.03,195.27,71467
2024-05-01 16:00:00+00:00,195.13,195.985,195.065,195.54,47448
2024-05-01 17:00:00+00:00,195.555,196.18,195.395,195.85,34589
2024-05-01 18:00:00+00:00,196.04,199.8,195.8,199.62,122274
2024-05-01 19:00:00+00:00,199.84,200.23,196.17,196.23,183885
2024-05-01 20:00:00+00:00,196.29,197.06,196.29,197.06,2130
2024-05-02 13:00:00+00:00,198.8,199.06,197.29,197.485,48601
2024-05-02 14:00:00+00:00,197.49,198.4,196.56,198.335,61502
2024-05-02 15:00:00+00:00,198.345,198.66,198.17,198.585,29300
2024-05-02 16:00:00+00:00,198.63,198.775,198.015,198.71,19350
2024-05-02 17:00:00+00:00,198.81,199.435,198.75,199.265,67549
2024-05-02 18:00:00+00:00,199.31,199.91,199.19,199.795,38568
2024-05-02 19:00:00+00:00,199.775,200.1,199.37,200.03,122110
2024-05-02 20:00:00+00:00,199.96,199.96,199.71,199.71,2100
2024-05-03 13:00:00+00:00,203.19,203.92,202.695,203.59,59542
2024-05-03 14:00:00+00:00,203.94,204.1,201.4,201.56,125770
2024-05-03 15:00:00+00:00,201.74,201.96,201.145,201.83,25502
2024-05-03 16:00:00+00:00,201.83,202.05,201.725,201.765,16084
2024-05-03 17:00:00+00:00,201.785,202.025,201.28,201.98,25053
2024-05-03 18:00:00+00:00,201.975,202.21,201.6,201.775,28261
2024-05-03 19:00:00+00:00,201.775,202.005,201.475,201.875,111084
2024-05-03 20:00:00+00:00,202.05,202.05,202.04,202.05,3000
2024-05-06 13:00:00+00:00,203.56,204.44,203.38,204.44,46663
2024-05-06 14:00:00+00:00,204.44,204.76,204.21,204.22,91884
2024-05-06 15:00:00+00:00,204.25,204.6,203.85,204.54,41618
2024-05-06 16:00:00+00:00,204.48,204.52,204.09,204.35,22163
2024-05-06 17:00:00+00:00,204.4,204.67,204.29,204.535,40103
2024-05-06 18:00:00+00:00,204.535,204.695,204.365,204.43,37727
2024-05-06 19:00:00+00:00,204.44,204.44,204.03,204.44,112011
2024-05-06 20:00:00+00:00,204.42,204.42,204.16,204.39,3100
2024-05-07 13:00:00+00:00,204.78,205.31,204.5,204.99,53128
2024-05-07 14:00:00+00:00,204.98,205.8,204.655,205.74,48063
2024-05-07 15:00:00+00:00,205.785,206.035,205.71,205.97,63634
2024-05-07 16:00:00+00:00,205.95,206.15,205.74,205.83,36963
2024-05-07 17:00:00+00:00,205.86,205.9,205.28,205.28,22191
2024-05-07 18:00:00+00:00,205.36,205.48,205.045,205.15,41091
2024-05-07 19:00:00+00:00,205.2,205.36,204.87,204.9,127801
2024-05-07 20:00:00+00:00,204.77,204.77,204.53,204.53,5009
2024-05-08 13:00:00+00:00,202.98,203.55,202.655,203.32,45618
2024-05-08 14:00:00+00:00,203.365,203.905,203.11,203.735,42214
2024-05-08 15:00:00+00:00,203.71,203.83,203.51,203.56,12589
2024-05-08 16:00:00+00:00,203.6,203.65,203.055,203.12,14987
2024-05-08 17:00:00+00:00,203.12,203.4,202.97,203.4,15740
2024-05-08 18:00:00+00:00,203.37,203.75,203.32,203.54,35024
2024-05-08 19:00:00+00:00,203.49,203.95,203.44,203.81,120335
2024-05-08 20:00:00+00:00,203.79,203.79,203.62,203.62,1100
2024-05-09 13:00:00+00:00,204.015,204.47,203.455,203.985,37653
2024-05-09 14:00:00+00:00,203.97,205.07,203.945,205.06,39652
2024-05-09 15:00:00+00:00,205.02,205.24,204.8,204.86,35360
2024-05-09 16:00:00+00:00,204.85,205.17,204.795,204.825,25520
2024-05-09 17:00:00+00:00,204.85,205.18,204.71,204.945,41273
2024-05-09 18:00:00+00:00,204.92,205.425,204.88,205.365,70394
2024-05-09 19:00:00+00:00,205.365,205.98,205.345,205.81,179283
2024-05-09 20:00:00+00:00,205.83,206.05,205.83,205.86,7000
2024-05-10 13:00:00+00:00,206.395,206.61,205.83,206.02,42021
2024-05-10 14:00:00+00:00,205.71,205.71,204.05,204.13,130502
2024-05-10 15:00:00+00:00,204.145,204.35,203.85,204.305,71399
2024-05-10 16:00:00+00:00,204.17,204.18,203.93,204.12,45320
2024-05-10 17:00:00+00:00,204.125,204.125,203.695,203.985,30690
2024-05-10 18:00:00+00:00,203.835,204.075,203.75,204.075,24046
2024-05-10 19:00:00+00:00,204.06,204.465,203.97,204.295,92109
2024-05-10 20:00:00+00:00,204.18,204.24,204.18,204.2,12020
2024-05-13 13:00:00+00:00,206.14,206.42,205.48,206.39,25986
2024-05-13 14:00:00+00:00,206.43,206.52,205.865,206.01,47509
2024-05-13 15:00:00+00:00,206.07,206.16,205.295,205.61,18498
2024-05-13 16:00:00+00:00,205.595,205.7,205.315,205.34,14687
2024-05-13 17:00:00+00:00,205.225,205.225,204.695,204.96,22849
2024-05-13 18:00:00+00:00,204.9,205.185,204.725,205.04,23798
2024-05-13 19:00:00+00:00,205.1,205.125,204.62,204.7,81474
2024-05-13 20:00:00+00:00,204.8,204.8,204.5,204.5,4887
2024-05-14 12:00:00+00:00,204.04,204.04,203.48,203.48,4050
2024-05-14 13:00:00+00:00,207.22,207.7,206.49,207.095,46269
2024-05-14 14:00:00+00:00,207.09,207.17,206.115,206.87,81735
2024-05-14 15:00:00+00:00,206.905,207.02,206.65,206.65,34286
2024-05-14 16:00:00+00:00,206.68,206.7,206.13,206.285,25005
2024-05-14 17:00:00+00:00,206.3,206.38,205.91,206.11,101498
2024-05-14 18:00:00+00:00,206.135,206.83,206.13,206.665,53282
2024-05-14 19:00:00+00:00,206.655,207.2,206.515,206.92,143679
2024-05-14 20:00:00+00:00,206.88,207.12,206.88,207.1,3904
2024-05-15 13:00:00+00:00,209.06,209.5,208.045,208.045,56564
2024-05-15 14:00:00+00:00,208.07,208.65,207.775,208.47,108034
2024-05-15 15:00:00+00:00,208.53,209.18,208.52,208.83,28618
2024-05-15 16:00:00+00:00,208.8,209.25,208.545,209.225,26252
2024-05-15 17:00:00+00:00,209.305,209.33,208.655,208.89,44712
2024-05-15 18:00:00+00:00,208.855,209.035,208.785,208.92,21728
2024-05-15 19:00:00+00:00,208.89,209.405,208.805,209.38,123457
2024-05-15 20:00:00+00:00,209.1,209.12,208.9,208.9,2675
2024-05-16 13:00:00+00:00,208.91,209.31,208.27,208.54,33856
2024-05-16 14:00:00+00:00,208.505,208.935,208.17,208.82,36425
2024-05-16 15:00:00+00:00,208.83,208.99,208.49,208.68,48298
2024-05-16 16:00:00+00:00,208.675,208.675,208.355,208.56,37934
2024-05-16 17:00:00+00:00,208.535,208.65,208.03,208.36,39678
2024-05-16 18:00:00+00:00,208.395,208.495,207.96,208.465,42989
2024-05-16 19:00:00+00:00,208.51,208.64,208.01,208.05,157657
2024-05-16 20:00:00+00:00,208.02,208.07,207.85,207.85,6109
2024-05-17 13:00:00+00:00,208.22,208.48,207.575,208.105,34793
2024-05-17 14:00:00+00:00,207.93,208.51,207.8,208.29,48095
2024-05-17 15:00:00+00:00,208.24,208.28,207.835,208.21,43271
2024-05-17 16:00:00+00:00,208.195,208.38,207.825,208.055,75714
2024-05-17 17:00:00+00:00,208.045,208.12,207.83,208.04,42640
2024-05-17 18:00:00+00:00,208.0,208.0,207.36,207.845,68771
2024-05-17 19:00:00+00:00,207.855,208.125,207.665,208.125,114974
2024-05-17 20:00:00+00:00,208.1,208.1,207.95,208.01,8669
2024-05-20 13:00:00+00:00,208.22,208.515,207.79,208.475,36281
2024-05-20 14:00:00+00:00,208.475,208.985,208.175,208.895,123571
2024-05-20 15:00:00+00:00,208.96,209.475,208.835,209.25,31366
2024-05-20 16:00:00+00:00,209.395,209.405,209.09,209.39,12648
2024-05-20 17:00:00+00:00,209.355,209.36,208.91,208.94,14858
2024-05-20 18:00:00+00:00,208.92,208.95,208.585,208.79,14298
2024-05-20 19:00:00+00:00,208.83,209.105,208.5,208.62,89884
2024-05-20 20:00:00+00:00,208.66,208.68,208.62,208.62,10766
2024-05-21 12:00:00+00:00,207.8,207.8,207.8,207.8,500
2024-05-21 13:00:00+00:00,207.735,208.58,207.6,207.975,25654
2024-05-21 14:00:00+00:00,207.98,208.68,207.98,208.59,30566
2024-05-21 15:00:00+00:00,208.455,208.685,208.02,208.02,24144
2024-05-21 16:00:00+00:00,208.01,208.3,207.96,208.255,15913
2024-05-21 17:00:00+00:00,208.28,208.38,208.07,208.31,18974
2024-05-21 18:00:00+00:00,208.29,208.315,207.995,208.155,20785
2024-05-21 19:00:00+00:00,208.095,208.405,208.04,208.35,114505
2024-05-21 20:00:00+00:00,208.3,208.33,208.22,208.31,2779
2024-05-22 13:00:00+00:00,207.585,208.14,207.28,207.88,47991
2024-05-22 14:00:00+00:00,207.9,208.045,207.395,207.995,24367
2024-05-22 15:00:00+00:00,208.075,208.075,207.515,207.65,14158
2024-05-22 16:00:00+00:00,207.675,208.195,207.67,208.055,20268
2024-05-22 17:00:00+00:00,208.03,208.13,207.24,207.505,16258
2024-05-22 18:00:00+00:00,207.45,207.47,205.85,206.325,34545
2024-05-22 19:00:00+00:00,206.305,206.77,205.995,206.61,127607
2024-05-22 20:00:00+00:00,206.62,206.79,206.59,206.69,2642
2024-05-23 12:00:00+00:00,207.69,207.85,207.62,207.77,604
2024-05-23 13:00:00+00:00,207.36,207.55,205.115,205.485,68757
2024-05-23 14:00:00+00:00,205.48,205.9,204.49,204.55,84851
2024-05-23 15:00:00+00:00,204.585,205.64,204.585,205.44,40145
2024-05-23 16:00:00+00:00,205.41,205.76,204.75,204.755,42819
2024-05-23 17:00:00+00:00,204.765,204.83,203.25,203.335,94139
2024-05-23 18:00:00+00:00,203.275,203.28,202.35,202.535,127490
2024-05-23 19:00:00+00:00,202.43,203.305,202.42,203.305,252048
2024-05-23 20:00:00+00:00,203.19,203.26,203.11,203.2,2226
2024-05-24 13:00:00+00:00,204.715,204.79,203.97,204.14,22128
2024-05-24 14:00:00+00:00,204.34,205.155,204.305,205.155,68615
2024-05-24 15:00:00+00:00,205.22,205.62,205.025,205.135,49082
2024-05-24 16:00:00+00:00,205.185,205.555,205.175,205.215,17176
2024-05-24 17:00:00+00:00,205.27,205.405,205.15,205.245,38752
2024-05-24 18:00:00+00:00,205.245,205.385,204.895,204.93,46143
2024-05-24 19:00:00+00:00,204.935,205.52,204.625,205.48,120291
2024-05-24 20:00:00+00:00,205.48,205.52,205.34,205.4,4220
2024-05-28 12:00:00+00:00,206.77,206.77,206.77,206.77,500
2024-05-28 13:00:00+00:00,206.995,207.075,205.82,205.905,48894
2024-05-28 14:00:00+00:00,205.89,206.11,205.22,205.83,39664
2024-05-28 15:00:00+00:00,205.82,206.27,205.465,206.27,23651
2024-05-28 16:00:00+00:00,206.2,206.285,205.795,205.84,10386
2024-05-28 17:00:00+00:00,205.68,205.755,204.88,205.035,18461
2024-05-28 18:00:00+00:00,204.935,205.14,203.995,204.475,75164
2024-05-28 19:00:00+00:00,204.5,205.21,204.49,205.19,85550
2024-05-28 20:00:00+00:00,205.34,205.42,204.94,205.12,4617
2024-05-29 13:00:00+00:00,202.42,202.7,201.79,202.62,65557
2024-05-29 14:00:00+00:00,202.64,202.985,202.31,202.56,42664
2024-05-29 15:00:00+00:00,202.59,202.735,202.3,202.455,17075
2024-05-29 16:00:00+00:00,202.37,202.77,202.24,202.635,20831
2024-05-29 17:00:00+00:00,202.58,202.62,202.1,202.505,42774
2024-05-29 18:00:00+00:00,202.445,202.52,201.92,202.04,41527
2024-05-29 19:00:00+00:00,202.04,202.5,201.985,202.17,254010
2024-05-29 20:00:00+00:00,202.22,202.25,202.05,202.07,15135
2024-05-30 13:00:00+00:00,203.5,203.87,203.12,203.845,44470
2024-05-30 14:00:00+00:00,203.795,204.29,203.34,204.125,31610
2024-05-30 15:00:00+00:00,204.05,204.745,203.755,204.435,54461
2024-05-30 16:00:00+00:00,204.555,204.85,204.555,204.755,18505
2024-05-30 17:00:00+00:00,204.76,204.895,204.61,204.765,21478
2024-05-30 18:00:00+00:00,204.665,204.73,204.275,204.305,9191
2024-05-30 19:00:00+00:00,204.345,204.38,203.31,204.03,134191
2024-05-30 20:00:00+00:00,203.88,204.28,203.87,204.28,8409
2024-05-31 12:00:00+00:00,204.03,204.03,204.03,204.03,500
2024-05-31 13:00:00+00:00,205.03,206.24,204.49,205.415,34317
2024-05-31 14:00:00+00:00,205.28,205.32,203.81,204.31,33955
2024-05-31 15:00:00+00:00,204.245,204.295,203.63,203.795,28333
2024-05-31 16:00:00+00:00,203.575,203.75,203.195,203.645,22971
2024-05-31 17:00:00+00:00,203.655,204.56,203.655,204.335,43431
2024-05-31 18:00:00+00:00,204.295,204.53,203.985,204.26,40464
2024-05-31 19:00:00+00:00,204.2,205.67,204.025,205.67,119290
2024-05-31 20:00:00+00:00,205.74,206.04,205.65,206.04,5837
2024-06-03 13:00:00+00:00,207.93,207.93,205.77,205.84,59224
2024-06-03 14:00:00+00:00,205.855,206.575,205.0,205.03,99966
2024-06-03 15:00:00+00:00,204.91,205.325,204.77,204.865,36442
2024-06-03 16:00:00+00:00,204.855,204.975,203.685,203.905,30387
2024-06-03 17:00:00+00:00,203.895,203.995,203.18,203.935,28388
2024-06-03 18:00:00+00:00,203.945,204.495,203.945,204.21,30936
2024-06-03 19:00:00+00:00,204.14,204.66,204.11,204.66,82048
2024-06-03 20:00:00+00:00,204.69,204.69,204.53,204.58,9107
2024-06-04 12:00:00+00:00,202.92,202.92,202.92,202.92,500
2024-06-04 13:00:00+00:00,203.155,203.62,202.71,202.74,38974
2024-06-04 14:00:00+00:00,202.94,203.42,202.28,202.28,108249
2024-06-04 15:00:00+00:00,202.25,202.715,201.815,201.93,33396
2024-06-04 16:00:00+00:00,201.94,202.285,201.735,202.07,31750
2024-06-04 17:00:00+00:00,202.075,202.15,201.75,202.14,39740
2024-06-04 18:00:00+00:00,202.115,202.83,202.065,202.345,37263
2024-06-04 19:00:00+00:00,202.285,202.285,201.685,201.875,88759
2024-06-04 20:00:00+00:00,201.88,202.09,201.86,202.08,4541
2024-06-05 13:00:00+00:00,203.17,203.32,202.23,202.42,47429
2024-06-05 14:00:00+00:00,201.9,203.975,201.9,203.275,60479
2024-06-05 15:00:00+00:00,203.385,204.445,203.385,204.375,28113
2024-06-05 16:00:00+00:00,204.28,204.65,204.22,204.375,50608
2024-06-05 17:00:00+00:00,204.365,204.815,204.275,204.72,49406
2024-06-05 18:00:00+00:00,204.705,204.915,204.63,204.82,42917
2024-06-05 19:00:00+00:00,204.78,205.01,204.47,204.99,130341
2024-06-05 20:00:00+00:00,204.99,205.06,204.87,205.06,11852
2024-06-06 12:00:00+00:00,204.38,204.38,204.2,204.3,400
2024-06-06 13:00:00+00:00,204.165,204.755,203.845,204.455,15052
2024-06-06 14:00:00+00:00,204.405,204.48,203.645,203.77,49099
2024-06-06 15:00:00+00:00,203.795,204.22,203.795,203.975,10448
2024-06-06 16:00:00+00:00,203.845,203.845,203.205,203.25,25856
2024-06-06 17:00:00+00:00,203.285,204.055,203.225,203.78,27027
2024-06-06 18:00:00+00:00,203.57,203.77,203.02,203.68,13388
2024-06-06 19:00:00+00:00,203.645,203.755,203.345,203.55,104471
2024-06-06 20:00:00+00:00,203.44,203.6,203.44,203.6,900
2024-06-07 13:00:00+00:00,201.56,202.515,200.695,201.82,71978
2024-06-07 14:00:00+00:00,201.67,203.15,201.67,202.33,57747
2024-06-07 15:00:00+00:00,202.17,202.185,201.51,201.985,41920
2024-06-07 16:00:00+00:00,201.95,202.27,201.725,202.01,14817
2024-06-07 17:00:00+00:00,201.97,202.08,201.575,201.575,33041
2024-06-07 18:00:00+00:00,201.535,201.645,200.7,201.355,47629
2024-06-07 19:00:00+00:00,201.305,201.495,200.955,201.2,120537
2024-06-07 20:00:00+00:00,201.25,201.25,201.09,201.18,6013
2024-06-10 13:00:00+00:00,199.18,199.975,199.02,199.945,59069
2024-06-10 14:00:00+00:00,200.105,201.15,199.985,200.855,132904
2024-06-10 15:00:00+00:00,200.8,201.435,200.685,201.235,32329
2024-06-10 16:00:00+00:00,201.255,201.41,201.045,201.315,28417
2024-06-10 17:00:00+00:00,201.2,201.95,201.08,201.72,32917
2024-06-10 18:00:00+00:00,201.705,201.985,201.405,201.875,29739
2024-06-10 19:00:00+00:00,201.82,202.115,201.605,201.95,97158
2024-06-10 20:00:00+00:00,201.84,201.84,201.59,201.59,5297
2024-06-11 13:00:00+00:00,199.64,199.64,198.43,198.805,61331
2024-06-11 14:00:00+00:00,198.745,199.545,198.725,199.545,44818
2024-06-11 15:00:00+00:00,199.515,199.72,199.37,199.56,40947
2024-06-11 16:00:00+00:00,199.47,200.115,199.47,199.715,18767
2024-06-11 17:00:00+00:00,199.58,200.635,199.58,200.515,28653
2024-06-11 18:00:00+00:00,200.39,201.01,200.245,200.615,45341
2024-06-11 19:00:00+00:00,200.665,200.82,200.365,200.61,89830
2024-06-11 20:00:00+00:00,200.58,200.68,200.57,200.59,7000
2024-06-12 12:00:00+00:00,206.87,206.87,206.87,206.87,525
2024-06-12 13:00:00+00:00,206.42,206.74,205.47,206.115,98514
2024-06-12 14:00:00+00:00,206.04,207.25,205.95,206.42,144964
2024-06-12 15:00:00+00:00,206.41,206.47,205.75,206.09,61559
2024-06-12 16:00:00+00:00,206.08,206.14,205.7,205.82,62567
2024-06-12 17:00:00+00:00,205.91,206.12,205.61,205.97,41661
2024-06-12 18:00:00+00:00,205.21,205.8,204.15,205.06,103768
2024-06-12 19:00:00+00:00,205.035,205.48,203.165,203.78,182815
2024-06-12 20:00:00+00:00,203.76,203.83,203.76,203.83,1000
2024-06-13 13:00:00+00:00,203.21,203.48,201.98,202.08,114688
2024-06-13 14:00:00+00:00,202.065,202.33,201.06,201.535,154650
2024-06-13 15:00:00+00:00,201.43,201.55,200.68,201.015,30210
2024-06-13 16:00:00+00:00,200.965,201.47,200.515,201.275,37508
2024-06-13 17:00:00+00:00,201.315,201.74,201.31,201.565,39887
2024-06-13 18:00:00+00:00,201.52,201.91,201.33,201.895,27251
2024-06-13 19:00:00+00:00,201.805,202.17,201.585,201.91,130440
2024-06-13 20:00:00+00:00,201.9,201.9,201.6,201.6,2041
2024-06-14 13:00:00+00:00,199.51,200.02,199.25,199.44,54973
2024-06-14 14:00:00+00:00,199.23,199.23,198.015,198.84,145593
2024-06-14 15:00:00+00:00,198.84,199.015,198.135,198.455,77659
2024-06-14 16:00:00+00:00,198.355,198.685,197.965,198.455,76779
2024-06-14 17:00:00+00:00,198.455,198.895,198.16,198.165,46965
2024-06-14 18:00:00+00:00,198.12,198.59,198.06,198.535,63313
2024-06-14 19:00:00+00:00,198.54,198.835,198.4,198.78,117393
2024-06-14 20:00:00+00:00,198.91,198.91,198.73,198.73,1000
2024-06-17 13:00:00+00:00,198.235,198.685,197.94,198.39,51713
2024-06-17 14:00:00+00:00,198.325,198.325,197.42,197.635,37264
2024-06-17 15:00:00+00:00,197.685,198.135,197.655,197.94,38791
2024-06-17 16:00:00+00:00,197.89,199.2,197.89,199.155,44742
2024-06-17 17:00:00+00:00,199.245,200.14,199.245,200.1,47574
2024-06-17 18:00:00+00:00,200.13,200.945,200.13,200.31,40793
2024-06-17 19:00:00+00:00,200.3,200.61,200.055,200.45,242925
2024-06-17 20:00:00+00:00,200.36,200.41,200.21,200.34,4548
2024-06-18 13:00:00+00:00,200.39,201.315,200.04,200.45,41834
2024-06-18 14:00:00+00:00,200.44,201.18,200.11,200.57,41462
2024-06-18 15:00:00+00:00,200.52,201.29,200.515,201.26,40348
2024-06-18 16:00:00+00:00,201.22,201.685,201.15,201.15,29646
2024-06-18 17:00:00+00:00,201.09,201.3,200.91,201.195,30957
2024-06-18 18:00:00+00:00,201.14,201.29,200.78,201.17,34143
2024-06-18 19:00:00+00:00,201.06,201.06,200.66,200.75,89755
2024-06-18 20:00:00+00:00,200.79,200.83,200.66,200.83,8275
2024-06-20 13:00:00+00:00,200.1,201.835,199.66,201.4,27116
2024-06-20 14:00:00+00:00,201.535,201.665,200.79,201.105,40406
2024-06-20 15:00:00+00:00,201.18,201.37,200.39,200.425,35980
2024-06-20 16:00:00+00:00,200.355,200.76,199.89,200.15,69896
2024-06-20 17:00:00+00:00,200.14,200.14,199.25,200.085,73812
2024-06-20 18:00:00+00:00,200.08,200.57,199.975,200.02,127828
2024-06-20 19:00:00+00:00,199.915,200.02,199.47,199.87,145390
2024-06-20 20:00:00+00:00,199.61,199.77,199.61,199.76,2000
2024-06-21 13:00:00+00:00,200.28,200.28,198.54,199.12,36291
2024-06-21 14:00:00+00:00,199.19,200.2,199.08,199.98,50947
2024-06-21 15:00:00+00:00,199.905,200.015,199.46,199.93,30291
2024-06-21 16:00:00+00:00,199.94,200.05,199.69,199.995,16468
2024-06-21 17:00:00+00:00,199.95,200.13,199.66,199.89,22866
2024-06-21 18:00:00+00:00,199.85,200.16,199.37,199.68,36539
2024-06-21 19:00:00+00:00,199.67,200.375,199.66,200.335,105861
2024-06-21 20:00:00+00:00,200.47,200.53,200.46,200.5,3925
2024-06-24 13:00:00+00:00,200.67,202.46,200.53,202.365,55585
2024-06-24 14:00:00+00:00,202.25,202.545,201.64,202.545,55654
2024-06-24 15:00:00+00:00,202.575,202.665,201.88,202.1,77635
2024-06-24 16:00:00+00:00,202.09,202.09,201.4,201.5,26070
2024-06-24 17:00:00+00:00,201.505,201.605,201.1,201.38,27307
2024-06-24 18:00:00+00:00,201.335,202.29,201.32,202.15,38343
2024-06-24 19:00:00+00:00,202.135,202.285,201.195,201.2,130270
2024-06-24 20:00:00+00:00,201.18,201.28,201.18,201.26,2500
2024-06-25 13:00:00+00:00,200.81,200.81,199.99,200.07,30337
2024-06-25 14:00:00+00:00,200.02,200.91,200.02,200.465,49654
2024-06-25 15:00:00+00:00,200.44,200.52,200.085,200.15,29203
2024-06-25 16:00:00+00:00,200.155,200.2,199.835,200.05,31700
2024-06-25 17:00:00+00:00,199.995,200.63,199.985,200.475,20527
2024-06-25 18:00:00+00:00,200.47,200.69,200.22,200.325,20754
2024-06-25 19:00:00+00:00,200.295,200.65,200.205,200.535,71944
2024-06-25 20:00:00+00:00,200.47,200.48,200.36,200.4,5799
2024-06-26 13:00:00+00:00,199.175,199.755,198.83,199.625,15736
2024-06-26 14:00:00+00:00,199.54,199.94,199.25,199.76,23081
2024-06-26 15:00:00+00:00,199.835,200.55,199.24,200.38,25501
2024-06-26 16:00:00+00:00,200.22,200.3,199.805,199.94,15006
2024-06-26 17:00:00+00:00,199.75,199.92,199.395,199.525,9166
2024-06-26 18:00:00+00:00,199.555,199.82,199.395,199.665,15870
2024-06-26 19:00:00+00:00,199.675,200.215,199.52,200.08,73530
2024-06-26 20:00:00+00:00,199.93,200.15,199.83,199.88,2900
2024-06-27 13:00:00+00:00,200.58,201.35,199.98,201.04,27500
2024-06-27 14:00:00+00:00,201.37,201.43,200.675,200.85,16473
2024-06-27 15:00:00+00:00,200.695,200.695,200.17,200.635,15554
2024-06-27 16:00:00+00:00,200.51,201.045,200.51,201.02,13888
2024-06-27 17:00:00+00:00,201.02,201.44,201.02,201.275,38083
2024-06-27 18:00:00+00:00,201.23,201.4,200.83,201.37,31936
2024-06-27 19:00:00+00:00,201.375,202.12,201.24,202.12,128422
2024-06-27 20:00:00+00:00,202.29,202.37,202.26,202.31,4300
2024-06-28 12:00:00+00:00,204.11,204.11,204.11,204.11,136
2024-06-28 13:00:00+00:00,203.91,204.63,202.8,202.85,83504
2024-06-28 14:00:00+00:00,202.9,204.14,202.9,203.5,82338
2024-06-28 15:00:00+00:00,203.47,203.47,202.63,203.25,30913
